grid_id,total_road_len
34804,59055.67708834272
34805,102658.24087113755
34806,6882.554854250746
34807,43665.48415061051
34808,88465.97352604273
34809,65494.52057013938
34810,52748.135509230495
35220,99418.003896246
35221,71724.90210011975
35222,99365.33895693124
35223,93652.63512971252
35224,132415.9758378525
35225,17094.284595134966
35226,93527.0076471093
35227,97683.1564954362
35228,43264.642814218874
35229,7735.076087738069
35230,47388.95295470269
35231,101886.41102204149
35640,24544.660425310787
35641,55661.90444971247
35642,99881.75004341436
35643,83534.39100548404
35644,72503.08211816284
35645,86565.88310873139
35646,135171.11933006244
35647,73885.54845487759
35648,28774.101693456898
35649,87334.98831981805
35650,95855.07930098101
35651,14817.321340908184
36057,128311.0458819992
36058,115599.39161593653
36059,81576.93037301251
36060,107496.3775117879
36061,58918.106904012326
36062,108469.9106771287
36063,68850.33616540743
36064,90853.53438214862
36065,120604.55748660497
36066,75686.90682874885
36067,89296.43279724475
36068,68888.11606627604
36069,96802.31989729193
36070,108668.28917885045
36071,65013.19091063655
36476,105068.4630568433
36477,147484.22764681609
36478,88039.70619041889
36479,76202.2981124832
36480,86364.42627629267
36481,122496.500874649
36482,21002.23014625921
36483,89303.11285310538
36484,68596.18994800819
36485,77763.23033028896
36486,51245.24073759469
36487,83038.58669171175
36488,62816.19148405091
36489,119442.27730182887
36490,62617.181113003884
36895,120622.75978124245
36896,77371.40145042335
36897,89571.38217596227
36898,118697.77328606878
36899,202232.2275040236
36900,423280.84828366747
36901,154256.39374711696
36902,75395.27871846053
36903,95691.93854742333
36904,87235.5056213303
36905,63638.78611760366
36906,88515.01360791698
36907,99108.94379346544
36908,107854.4936556397
36909,112397.96963915892
36910,72520.48623284294
37314,125148.93479503905
37315,86519.67385883183
37316,100536.90991234942
37317,113196.54076431693
37318,213132.92883283427
37319,390817.43925173546
37320,226188.01938650146
37321,75903.95791810367
37322,91001.71878222069
37323,76498.98841974427
37324,86120.60972399448
37325,96908.13182277275
37326,225907.92188932703
37327,74870.72935243313
37328,87580.93855449096
37329,92908.20487222813
37330,66749.60809673084
37733,72963.93699107236
37734,92693.3931170436
37735,89307.21840166385
37736,58518.84749590121
37737,133828.82808630922
37738,181494.97409423854
37739,232065.2642705924
37740,150353.2584662668
37741,131331.18230034615
37742,98732.99492951272
37743,123505.81935347119
37744,89308.16385203676
37745,137767.03373792823
37746,21447.780751468094
37747,44425.072442568475
37748,77006.74603444905
38153,63987.25613886219
38154,310845.10775588977
38155,132088.29523069007
38156,112187.96053262556
38157,148078.8517770848
38158,150346.15580954045
38159,75055.55640850967
38160,140222.59415345427
38161,154278.94441983086
38162,243108.5652492409
38163,73307.98966457209
38164,92550.01788170829
38165,35176.58343161806
38572,5945.368773504112
38573,95035.43369205056
38574,62769.578377243735
38575,48619.05065703753
38576,111446.64940224412
38577,109658.63450779453
38578,86540.99809619642
38579,59130.05075901595
38580,81380.77369598759
38581,75408.05353815708
38582,125874.31399676454
38583,141657.3600769898
38992,93090.21703542986
38993,90385.77844681861
38994,113017.40147204569
38995,92192.40431867682
38996,144302.09771043592
38997,104065.09911550385
38998,77069.16088920322
38999,84620.29514220425
39000,95137.10311380144
39001,106897.68758670686
39412,36368.86817450744
39413,104103.3863754851
39414,70628.99562666767
39415,148808.9235062399
39416,133349.55236637717
39417,87955.80439413388
39418,86374.51534983312
39419,46382.35034899199
39832,216024.9953092238
39833,111486.76669818712
39834,86866.18735037178
39835,98082.57484036646
39836,121058.62454894703
39837,110165.2396271229
40251,59488.68942464565
40252,77715.8763352972
40253,89485.20642643109
40254,88051.34649219652
40670,56266.25504042597
40671,91337.78961436181
40672,83947.86141563307
41089,45275.65142283544
16765,24014.023336825234
16766,43093.21990321964
16767,76387.04145740603
16768,23631.706846774487
17183,4092.886302965166
17184,77596.61028556983
17185,58293.02690583258
17186,64170.53418345702
17187,58371.46025465444
17188,24680.82449650166
17603,43296.32323902284
17604,56096.4981797402
17605,70267.58535711894
17606,26136.3733037629
17607,26198.718708477038
18022,26343.54611518915
18023,105873.45570344543
18024,195910.19418156566
18025,78672.70381864454
18026,41423.62818838642
18027,14946.65920267375
18442,10883.93819230054
18443,94229.03238334069
18444,105827.8160325099
18445,72848.98425999445
18446,66256.04433248355
18862,62002.39122086292
18863,117312.47494477098
18864,71498.42186671271
18865,168128.69058917437
19281,94181.45264485832
19282,72827.64493501613
19283,176326.2805784045
19284,42473.054683047994
19699,15688.944886333284
19700,107487.23951794878
19701,66444.44254296005
19702,94069.91587699529
19703,137335.54817083388
19704,30643.017758657974
20118,57305.127728943444
20119,113648.3583287332
20120,102074.47216635295
20121,70215.41824220386
20122,86728.37450799868
20123,94725.2920412594
20535,6246.685712734405
20536,27908.870083433176
20537,114737.2025432511
20538,144224.91623844567
20539,82403.12929082262
20540,98451.05815573916
20541,242003.62688797803
20542,194293.39544826778
20543,51745.94850542714
20952,50.2690189173033
20953,2937.984210092429
20954,70926.50574700416
20955,82898.63498383919
20956,109674.72497196679
20957,142478.65578575965
20958,84796.72193825069
20959,54702.40848682223
20960,90132.7217547244
20961,261826.6735328722
20962,116658.87793062486
21371,50916.88645215722
21372,78105.54769141159
21373,32748.509591860457
21374,66988.69634093084
21375,76336.15663662586
21376,71738.63368130871
21377,79095.13493232169
21378,72623.7808088862
21379,102670.59482958289
21380,189147.2249158892
21791,16064.100301137158
21792,57542.536463468234
21793,84530.57009584167
21794,28133.080881164933
21795,99727.54844788073
21796,57641.55770054314
21797,88566.29088935094
21798,120025.50016128656
21799,123984.2901788265
22210,7981.529847704267
22211,97687.36741881975
22212,102521.62437043177
22213,65336.37203468412
22214,86581.45794729188
22215,134652.05948389272
22216,197041.64260644742
22217,119877.82571209976
22630,9838.606811464992
22631,57019.9688788881
22632,3854.645347242015
22634,56475.08273389194
22635,76531.91876263147
64614,81894.7290551689
64615,56592.91704069395
64618,46241.12512796653
65027,78461.764686302
65030,36141.311791045395
65031,175456.9922455295
65032,61842.33113372678
65033,152751.602558435
65034,37861.570778194546
65035,14296.346678506947
65036,24531.019961823815
65037,38485.945785797216
65445,50559.2766647766
65446,33253.30354671898
65447,56537.5828868947
65448,2756.2907229884827
65449,54758.36448636368
65450,16173.944749415536
65451,29200.66236547789
65452,49387.81235143225
65453,58807.57942909061
65454,54139.65337767185
65455,89080.78188228271
65456,72199.80734525665
65457,43441.958280551495
65864,49945.511529310206
65865,35596.94102742121
65866,44979.58857692496
65867,19432.810808509475
65868,47001.84684696441
65869,13862.803857869934
65870,59267.38191262447
65871,12830.098304291017
65872,43002.49305251533
65873,84153.27813286436
65874,64604.122959877786
65875,52116.79311871304
65876,34019.0003485523
65877,48044.93427711524
66282,60417.356007843875
66283,74373.41446676658
66284,63989.67868000941
66285,44202.87970006368
66286,55833.24649844696
66287,48883.46835517388
66288,58789.59455687558
66289,62525.1937119646
66290,53137.89231359721
66291,49275.431116318025
66292,64768.15463764057
66293,43386.050990782634
66294,50961.235361374165
66295,74722.1546688409
66296,46443.052235195166
66297,129245.09428630446
66701,33786.21146401083
66702,41141.467544942854
66703,12983.194440830837
66704,48696.424012248506
66705,37046.81179752
66706,2873.0472322878495
66707,44220.784938393714
66708,34239.96544483149
66709,48251.404609363606
66710,49638.92409506734
66711,52235.51793533505
66712,46712.29101037214
66714,47880.63829603165
66715,63109.83046100246
66716,77217.52060229475
67119,123902.19726201163
67120,84596.82330264244
67121,128114.43757483222
67122,141412.42273279242
67123,30705.474460345824
67124,42377.84482601103
67125,43723.94318681152
67126,56237.67383424376
67127,53264.77030122534
67128,15651.164234435462
67129,30007.483549420038
67130,87166.77534194326
67131,100367.41573445954
67132,124521.85165216908
67133,164644.31194051355
67134,199985.53043437193
67135,130182.42897529392
67539,31546.009157782744
67540,92693.678878948
67541,261971.16820665743
67542,96301.51132292983
67543,87855.97049830624
67544,77533.9899558778
67545,72697.89206076965
67546,158955.4847530394
67547,86377.28383756551
67548,98923.53416724665
67549,100579.36679960536
67550,90589.61271089182
67551,82405.3356240529
67552,309304.9847898552
67553,283111.95364360674
67554,343095.8231589473
67958,42758.50688982627
67959,24936.769692861908
67960,33637.275752815855
67961,40596.06147427834
67962,59144.59005834035
67963,137116.37915995417
67964,143638.94919559202
67965,97266.66053917565
67966,44278.92117798956
67967,38143.58943893594
67968,10444.843700458827
67969,31053.61220575364
67970,14064.809918293082
67971,90773.4833709529
67972,221849.71777240833
67973,285900.40738794656
68378,48496.38197555531
68379,38719.86709685873
68380,66275.60822734302
68381,46778.232527240296
68382,173991.1756516246
68383,254643.31491172838
68384,50697.26243836605
68385,64344.49301412385
68386,45234.14614195097
68387,28683.327086256806
68388,43686.1391031987
68389,27037.765477222678
68390,23187.38659003078
68798,47458.97509822501
68799,96571.57784215751
68800,68039.38006016603
68801,61830.51979994291
68802,85147.74518604274
68803,42533.04382300437
68804,39207.83577817257
68805,77597.37292994981
68806,114454.45775896162
68807,50833.45239505083
68808,58362.69048417737
68809,30159.398257311623
68810,206892.03090643667
69219,72170.8089261425
69220,128341.68693140919
69221,208670.80626905474
69222,51278.42545693063
69223,76296.24522521133
69224,74562.23920380182
69225,38026.407413999914
69226,73746.53711434436
69227,16983.531114774316
69228,37583.27963184117
69638,63471.5267164661
69640,59893.66623295076
69641,49166.26921281196
69642,49809.72841695469
69643,44754.1400562635
69644,62612.18470652548
69645,48191.962508072815
69646,40737.65231370111
69647,9973.450016188197
70060,58709.27789109943
70061,88756.73473854778
70062,35603.27329551568
70063,35364.70857042551
70064,34352.94454782593
70481,20953.748354383955
70482,177811.61171125335
70483,61577.23407120406
50479,7335.828564410525
50480,11228.756295195399
50896,3012.23493581839
50897,17844.258344520316
50898,49255.68940784187
50899,36052.047110322776
50904,18609.983218664434
50905,18609.983218664434
50907,2853.140650115753
51315,18049.140347154513
51316,55716.3676554196
51317,25336.692327376753
51318,5455.148382949221
51324,30608.221075820493
51325,110562.7181787479
51326,22211.76548761599
51731,10263.109792815569
51735,77959.09790740801
51736,8494.108655652468
51742,10452.980342558714
51743,45449.165630862146
51744,22069.898669769555
51745,4875.753699806336
52149,31619.56654688678
52150,50919.07830985815
52151,12587.327106320246
52152,9329.848632915528
52153,23546.57823144038
52154,101155.42638105547
52155,8590.720413566572
52159,21027.90321011127
52161,41321.81845743369
52162,17380.974828695405
52163,46313.45381326759
52164,40479.57480384963
52568,17140.604913033043
52569,34292.038602789806
52570,59541.577134553285
52571,49327.19154100251
52572,75236.12677094324
52573,53407.94707481682
52574,20963.77329230301
52575,7178.551036482976
52576,27612.66324302744
52577,63938.12964949054
52578,53158.17099467489
52580,23390.18336666016
52582,11491.626845264507
52583,43998.923724161206
52584,14351.708537493963
52987,10273.970517561165
52988,26460.7080001303
52989,14831.580457906632
52990,54343.43222062575
52991,72946.56756684484
52992,15529.515680648114
52993,38838.01359627279
52994,72835.32814150382
52995,49689.82099798804
52996,46462.517533952996
52998,386.8335821112804
52999,14275.3077421294
53002,16970.980390179066
53003,83996.00657688017
53004,74775.89909079141
53408,1752.2135950429943
53409,50980.862084519
53410,84908.25884744905
53411,85119.20021578217
53412,24680.68859370055
53413,4365.080432383681
53414,31531.99701096712
53415,16637.17869006631
53417,20172.396546144082
53418,13888.47416001812
53419,2853.663118391768
53420,26989.507063342367
53421,50621.011149734
53422,56042.725682133685
53423,31146.050706790214
53424,5509.181335111791
53827,39299.37085077641
53828,36669.9582253698
53829,51250.17886685478
53830,53079.45871690015
53831,84210.73178047266
53832,36930.350644418264
53833,59200.80084008137
53834,33285.63674322037
53835,16086.61534785349
53836,29572.249790556816
53837,33038.4464745489
53838,53910.60108929142
53839,73281.33009259863
53840,44921.108756239984
53841,59905.37503485594
53842,38652.89144642042
54246,69087.00986031702
54247,54113.58043251718
54248,58928.91530610741
54249,47074.003568116685
54250,7341.825442147882
54251,61751.6591574778
54252,65656.06961016661
54253,206384.1356840645
54254,90996.26779835531
54255,46993.73723614322
54256,64175.47770502037
54257,21210.501497811005
54258,32392.27365360488
54259,42615.963723461544
